object_id,title,creator,description,source_url,period,year,medium_genre,subjects,source,credit,alt_text
hwy_111_mecca_005w.jpg,"Hwy 111, Mecca: Highway, Railroad, and Fields — Three Hazard Layers, Position 005 (West)","What the Desert Holds / Google Street View","West-facing view from Position 005 (33.577°N, 116.078°W). The freight railroad parallel to the highway is visible. Agricultural fields extend to the west and north. The three stacked hazard layers — Hwy 111 diesel and heat corridor, freight railroad particulates, pesticide-treated agricultural fields — are all simultaneously present within 0.25 miles of residential Mecca. No sidewalk or pedestrian infrastructure.","https://www.google.com/maps/@33.577,-116.078,3a,75y,270h,90t","Contemporary","2024","Street View photography; counter-forensic spatial survey","environmental racism; Mecca California; stacked hazard zones; freight railroad; agricultural adjacency; diesel exposure; Hwy 111; field causality","Google Street View / What the Desert Holds project survey","What the Desert Holds project. Street View imagery © Google.","West-facing view along Hwy 111 in Mecca showing the freight railroad parallel to the highway with agricultural fields beyond, representing three simultaneous exposure hazards within a compressed residential corridor."
hwy_111_mecca_006.jpg,"Hwy 111, Mecca: Residential Zone at Hazard Convergence, Position 006 (North)","What the Desert Holds / Google Street View","North-facing view from Position 006 (33.580°N, 116.079°W). Residential structures of Mecca visible at this position, situated within the compressed zone between Hwy 111 and the adjacent agricultural and salt flat hazards. Road surface shows no sidewalk, no pedestrian infrastructure, no planted verge. The residential area is compressed into a narrow strip between competing hazard sources.","https://www.google.com/maps/@33.580,-116.079,3a,75y,0h,90t","Contemporary","2024","Street View photography; counter-forensic spatial survey","environmental racism; Mecca California; residential adjacency; hazard convergence; compressed residential zone; Hwy 111; unincorporated community","Google Street View / What the Desert Holds project survey","What the Desert Holds project. Street View imagery © Google.","North-facing view from Position 006 along Hwy 111 in Mecca showing residential structures visible near the highway within the compressed zone between the road corridor and adjacent environmental hazards, with no pedestrian infrastructure."
hwy_111_mecca_006e.jpg,"Hwy 111, Mecca: Salt Flat and Agricultural Field Interface, Position 006 (East)","What the Desktop Holds / Google Street View","East-facing view from Position 006 (33.580°N, 116.079°W). The spatial boundary between agricultural fields, salt flat, and residential land use is visible from this position. The multiple toxic media — pesticide field runoff, alkali particulate from the salt flat, diesel from the highway — converge at this node of the survey corridor. No pedestrian infrastructure visible.","https://www.google.com/maps/@33.580,-116.079,3a,75y,90h,90t","Contemporary","2024","Street View photography; counter-forensic spatial survey","environmental racism; Mecca California; salt flat; agricultural adjacency; multiple exposure pathways; Hwy 111; material witness","Google Street View / What the Desert Holds project survey","What the Desert Holds project. Street View imagery © Google.","East-facing view along Hwy 111 in Mecca at Position 006 showing the convergence of agricultural fields, alkali salt flat, and residential land use with no buffer zones separating the hazard sources from inhabited areas."
hwy_111_mecca_006w.jpg,"Hwy 111, Mecca: Vast Salt Flat and Residential Structures at Edge of Frame, Position 006 (West) — PRIMARY EVIDENCE","What the Desert Holds / Google Street View","West-facing view from Position 006 (33.580°N, 116.079°W). A vast white alkali salt flat extends to the horizon, occupying the majority of the visual field. Residential structures of Mecca are barely visible at the right edge of the frame. The salt flat is an active PM2.5 and PM10 source bearing arsenic, DDT, selenium, lead, molybdenum, and pesticide residues — the accumulated chemical record of a century of agricultural and industrial decisions. The landscape does not appear as a hazard: it appears luminous, almost beautiful. The gap between aesthetic appearance and forensic reality is the threshold at which slow violence operates. Primary comparative evidence: paired with hwy_111_palmdesert_001s.jpg. Same highway. Same valley. 30 miles.","https://www.google.com/maps/@33.580,-116.079,3a,75y,270h,90t","Contemporary","2024","Street View photography; counter-forensic spatial survey","environmental racism; Mecca California; Salton Sea; salt flat; PM2.5; arsenic; DDT; selenium; material witness; slow violence; threshold of detectability; Hwy 111; primary evidence","Google Street View / What the Desert Holds project survey","What the Desert Holds project. Street View imagery © Google.","West-facing view along Hwy 111 in Mecca showing a vast white alkali salt flat extending to the horizon. Residential structures of Mecca are barely visible at the far right edge of the frame. The luminous expanse is an active source of PM2.5 particulate matter bearing arsenic, DDT, selenium, and pesticide residues."
hwy_111_mecca_007e.jpg,"Hwy 111, Mecca: Northern Survey Terminus, Position 007 (East)","What the Desert Holds / Google Street View","East-facing view from Position 007 at the northern terminus of the Mecca survey corridor (33.583°N, 116.080°W). New concrete curbing visible, serving vehicle channeling purposes only. Agricultural fields continue beyond the freight rail tracks. The pattern documented across all seven positions holds at the northern terminus: no sidewalk, no pedestrian infrastructure, no buffer zone between agricultural operations and the highway right-of-way.","https://www.google.com/maps/@33.583,-116.080,3a,75y,90h,90t","Contemporary","2024","Street View photography; counter-forensic spatial survey","environmental racism; Mecca California; survey terminus; agricultural adjacency; freight railroad; new infrastructure; vehicle-only investment; Hwy 111","Google Street View / What the Desert Holds project survey","What the Desert Holds project. Street View imagery © Google.","East-facing view from the northern terminus of the Mecca survey corridor on Hwy 111, showing new concrete curbing serving vehicle channeling with no sidewalk, and agricultural fields visible beyond the freight rail tracks."
hwy_111_palmdesert_001n.jpg,"Hwy 111, Palm Desert: Maintained Commercial Setback and Sidewalk, Position 001 (North)","What the Desert Holds / Google Street View","North-facing view from Position 001 at the eastern entry point of the Palm Desert survey corridor (33.7214°N, 116.3562°W). Deep maintained landscaping setback between the highway and commercial buildings behind it: mature shrubs in full bloom including bougainvillea and red flowering ground cover, ornamental palm trees, manicured hedgerows. A continuous concrete sidewalk runs the full length of the frame, separated from the road by a landscaped verge. Two parked vehicles indicate active commercial use. The comparison with hwy_111_mecca_004e.jpg — the 'No Pedestrian' position — is the primary counter-forensic argument of the survey.","https://www.google.com/maps/@33.7214,-116.3562,3a,75y,0h,90t","Contemporary","2023","Street View photography; counter-forensic spatial survey","Palm Desert California; pedestrian infrastructure; sidewalk; maintained landscaping; commercial setback; comparative survey; Hwy 111; incorporated municipality","Google Street View / What the Desert Holds project survey","What the Desert Holds project. Street View imagery © Google.","North-facing view along Hwy 111 in Palm Desert showing a continuous concrete sidewalk, maintained landscaped setback with flowering shrubs and ornamental palms, and commercial buildings set back from the road behind planted beds."
hwy_111_palmdesert_001s.jpg,"Hwy 111, Palm Desert: Irrigated Median, Ferrari, and Commercial Frontage, Position 001 (South) — PRIMARY EVIDENCE","What the Desert Holds / Google Street View","South-facing view from Position 001 (33.7214°N, 116.3562°W). Planted median with grass, irrigated flowering shrubs, and regularly spaced date palms occupies the center of the highway. South side: commercial buildings set back behind maintained landscape buffer. A white Ferrari is visible in the right lane. Primary comparative evidence: paired with hwy_111_mecca_006w.jpg. Same highway. Same desert valley. 30 miles. Same state infrastructure. The vehicle mix documents who the Hwy 111 corridor serves in Palm Desert. The irrigated median represents a sustained recurring public investment decision absent across the full length of the Mecca corridor.","https://www.google.com/maps/@33.7214,-116.3562,3a,75y,180h,90t","Contemporary","2023","Street View photography; counter-forensic spatial survey","Palm Desert California; irrigated median; comparative survey; field causality; pedestrian infrastructure; commercial frontage; Hwy 111; primary evidence; incorporated municipality; economic character","Google Street View / What the Desert Holds project survey","What the Desert Holds project. Street View imagery © Google.","South-facing view along Hwy 111 in Palm Desert showing a planted irrigated median with grass, date palms and flowering shrubs, maintained commercial buildings behind landscaped setbacks, and a white Ferrari visible in the right lane."
hwy_111_palmdesert_001w.jpg,"Hwy 111, Palm Desert: Six-Lane Boulevard with Planted Median, Position 001 (West)","What the Desert Holds / Google Street View","West-facing view (direction of travel) from Position 001 (33.7214°N, 116.3562°W). Six-lane divided highway with irrigated planted median running the full visible length of the corridor. Both verges are landscaped. Multiple vehicles indicate active commercial traffic. Commercial buildings visible on both sides, facing the road. Mountains visible in the distance — the same Santa Rosa Mountains visible in the Mecca survey, the same valley.","https://www.google.com/maps/@33.7214,-116.3562,3a,75y,270h,90t","Contemporary","2023","Street View photography; counter-forensic spatial survey","Palm Desert California; irrigated median; six-lane boulevard; comparative survey; Hwy 111; commercial frontage; incorporated municipality","Google Street View / What the Desert Holds project survey","What the Desert Holds project. Street View imagery © Google.","West-facing view along Hwy 111 in Palm Desert showing a six-lane divided boulevard with an irrigated planted median running to the horizon, landscaped verges, and commercial buildings facing the road on both sides."
hwy_111_palmdesert_002n.jpg,"Hwy 111, Palm Desert: Albertsons Supermarket and ADA Crossing, Position 002 (North)","What the Desert Holds / Google Street View","North-facing view from Position 002 (33.721°N, 116.362°W). Albertsons supermarket directly visible and accessible from the highway — a full-service grocery store with maintained parking lot, mature tree canopy, and flowering landscaping. A wide concrete sidewalk with a yellow ADA-compliant tactile warning strip occupies the full foreground. A raised planted median island with red flowering shrubs sits at the intersection corner. Equivalent position to hwy_111_mecca_004e.jpg: the 'No Pedestrian' sign position in Mecca. Here: an ADA-compliant tactile crossing pad and a grocery store.","https://www.google.com/maps/@33.721,-116.362,3a,75y,0h,90t","Contemporary","2023","Street View photography; counter-forensic spatial survey","Palm Desert California; Albertsons; grocery store; food access; ADA compliance; tactile crossing; sidewalk; pedestrian infrastructure; comparative survey; Hwy 111; food desert comparison","Google Street View / What the Desert Holds project survey","What the Desert Holds project. Street View imagery © Google.","North-facing view along Hwy 111 in Palm Desert showing a wide ADA-compliant concrete sidewalk with yellow tactile warning strip in the foreground and an Albertsons supermarket directly accessible from the highway with maintained landscaping."
hwy_111_palmdesert_002s.jpg,"Hwy 111, Palm Desert: Planted Median and Active Commercial Frontage, Position 002 (South)","What the Desert Holds / Google Street View","South-facing view from Position 002 (33.721°N, 116.362°W). Planted median with grass, irrigated shrubs, and palms continues from Position 001. South side: commercial buildings with landscaped setbacks and parking areas. Active vehicle traffic. Commercial ecosystem integrated with pedestrian-accessible highway corridor.","https://www.google.com/maps/@33.721,-116.362,3a,75y,180h,90t","Contemporary","2023","Street View photography; counter-forensic spatial survey","Palm Desert California; planted median; commercial frontage; sidewalk; Hwy 111; pedestrian infrastructure; comparative survey","Google Street View / What the Desert Holds project survey","What the Desert Holds project. Street View imagery © Google.","South-facing view along Hwy 111 in Palm Desert at Position 002 showing the planted irrigated median continuing from the previous position, with commercial buildings behind maintained landscaped setbacks."
hwy_111_palmdesert_002w.jpg,"Hwy 111, Palm Desert: Village Plaza Signage and Planted Median, Position 002 (West)","What the Desktop Holds / Google Street View","West-facing view (direction of travel) from Position 002 (33.721°N, 116.362°W). Six-lane divided boulevard with full planted median visible to horizon. 'Village Plaza' commercial signage visible — the community is named and accessible from the highway. Compare with hwy_111_mecca_003.jpg: Mecca is acknowledged on the highway only with a directional sign pointing away from the community.","https://www.google.com/maps/@33.721,-116.362,3a,75y,270h,90t","Contemporary","2023","Street View photography; counter-forensic spatial survey","Palm Desert California; community visibility; commercial signage; planted median; comparative survey; Hwy 111; counter-cartography","Google Street View / What the Desert Holds project survey","What the Desert Holds project. Street View imagery © Google.","West-facing view along Hwy 111 in Palm Desert at Position 002 showing Village Plaza commercial signage making the community directly accessible from the highway, with a planted irrigated median running to the horizon."
hwy_111_palmdesert_005n.jpg,"Hwy 111, Palm Desert: Bus Shelter with Shade Structure, Position 005 (North)","What the Desert Holds / Google Street View","North-facing view from Position 005 (33.722°N, 116.372°W). A bus shelter with shade structure is visible on the north side of the highway — a covered waiting area with bench. This is the most significant single infrastructural detail in the Palm Desert survey set, equivalent in position to hwy_111_mecca_004e.jpg (the 'No Pedestrian' sign). Across 1.5 miles and 15 images of Mecca: not one bus shelter, not one bench, not one covered waiting area. Here at Position 005 in Palm Desert: sheltered transit infrastructure with shade, in the same desert climate.","https://www.google.com/maps/@33.722,-116.372,3a,75y,0h,90t","Contemporary","2023","Street View photography; counter-forensic spatial survey","Palm Desert California; bus shelter; transit infrastructure; shade structure; comparative survey; Hwy 111; pedestrian infrastructure; field causality; incorporated municipality","Google Street View / What the Desert Holds project survey","What the Desert Holds project. Street View imagery © Google.","North-facing view along Hwy 111 in Palm Desert at Position 005 showing a bus shelter with a roof shade structure and bench on the north side of the highway, in the same desert climate where Mecca has no transit infrastructure across 1.5 miles."
hwy_111_palmdesert_005s.jpg,"Hwy 111, Palm Desert: Luxury SUV and Retail Signage, Position 005 (South)","What the Desert Holds / Google Street View","South-facing view from Position 005 (33.722°N, 116.372°W). Commercial retail directly fronting the road: a Genesis GV80 luxury SUV visible in the foreground. Retail signage ('Flooring Innovation' and others) visible. Maintained desert landscaping buffer between road and buildings. Sidewalk present. The vehicle mix in the Palm Desert images is itself evidentiary data about who this infrastructure serves.","https://www.google.com/maps/@33.722,-116.372,3a,75y,180h,90t","Contemporary","2023","Street View photography; counter-forensic spatial survey","Palm Desert California; commercial frontage; retail access; sidewalk; vehicle demographics; comparative survey; Hwy 111","Google Street View / What the Desert Holds project survey","What the Desert Holds project. Street View imagery © Google.","South-facing view along Hwy 111 in Palm Desert at Position 005 showing commercial retail buildings directly fronting the highway, a Genesis luxury SUV in the foreground, maintained landscaping buffers, and sidewalk infrastructure."
hwy_111_palmdesert_005w.jpg,"Hwy 111, Palm Desert: Hub Restaurant and Active Retail Strip, Position 005 (West)","What the Desert Holds / Google Street View","West-facing view (direction of travel) from Position 005 (33.722°N, 116.372°W). Hub Restaurant and Bar, barbershop, Big West Dollars, and multiple active retail units visible on the north side. The community's commercial life is integrated with the highway corridor — facing the road, signed from the road, accessible from the road. A freight truck is present, showing freight traffic also uses this corridor, but without the residential compression documented in Mecca.","https://www.google.com/maps/@33.722,-116.372,3a,75y,270h,90t","Contemporary","2023","Street View photography; counter-forensic spatial survey","Palm Desert California; commercial frontage; active retail; Hwy 111; community visibility; pedestrian infrastructure; comparative survey","Google Street View / What the Desert Holds project survey","What the Desert Holds project. Street View imagery © Google.","West-facing view along Hwy 111 in Palm Desert at Position 005 showing Hub Restaurant and Bar, barbershop, and multiple active retail units directly fronting and accessible from the highway, with sidewalk and landscaping throughout."
hwy_111_palmdesert_006n.jpg,"Hwy 111, Palm Desert: Active Commercial Strip — BLKD Barbershop, Hub, ATOYAC, Position 006 (North)","What the Desert Holds / Google Street View","North-facing view from Position 006 (33.722°N, 116.380°W). Full commercial strip with active storefronts facing the highway: BLKD Barbershop, Hub Restaurant and Bar, ATOYAC, A and A Gas Spa, multiple tenants. Parking lot with mature tree canopy. Sidewalk running the full length of the frame. The community's commercial life is entirely visible from and accessible from the highway across the full survey corridor.","https://www.google.com/maps/@33.722,-116.380,3a,75y,0h,90t","Contemporary","2023","Street View photography; counter-forensic spatial survey","Palm Desert California; commercial frontage; active retail; sidewalk; community visibility; Hwy 111; incorporated municipality; comparative survey","Google Street View / What the Desert Holds project survey","What the Desert Holds project. Street View imagery © Google.","North-facing view along Hwy 111 in Palm Desert at Position 006 showing an active commercial strip with multiple storefronts including a barbershop, restaurant, and spa facing and accessible from the highway, with continuous sidewalk and mature tree canopy."
hwy_111_palmdesert_006s.jpg,"Hwy 111, Palm Desert: Mechanics Bank, Cobblestone Median, and Limousine, Position 006 (South)","What the Desert Holds / Google Street View","South-facing view from Position 006 (33.722°N, 116.380°W). Mechanics Bank and commercial strip visible. A cobblestone-edged planted median in the foreground represents a decorative detail investment at the highway's center. A white stretch limousine and other vehicles visible. The vehicle mix continues to document the economic character of the corridor. Sidewalk present. The cobblestone median detail is absent not only from Mecca but from every position in the Palm Desert survey except this one — a supplementary layer of public investment in decorative infrastructure.","https://www.google.com/maps/@33.722,-116.380,3a,75y,180h,90t","Contemporary","2023","Street View photography; counter-forensic spatial survey","Palm Desert California; cobblestone median; decorative infrastructure; commercial frontage; vehicle demographics; Hwy 111; sidewalk; comparative survey","Google Street View / What the Desert Holds project survey","What the Desert Holds project. Street View imagery © Google.","South-facing view along Hwy 111 in Palm Desert at Position 006 showing a cobblestone-edged planted median in the foreground, Mechanics Bank and commercial strip behind it, and a white stretch limousine among vehicles on the road."
hwy_111_palmdesert_006w.jpg,"Hwy 111, Palm Desert: Active Boulevard with Signalized Crossing, Position 006 (West)","What the Desert Holds / Google Street View","West-facing view (direction of travel) from Position 006 (33.722°N, 116.380°W). Six-lane boulevard with active commercial frontage on both sides. A green traffic signal visible ahead indicating a signalized pedestrian crossing — crosswalk infrastructure that does not exist at any position in the Mecca corridor. A 7-Eleven visible on the right: convenience retail accessible from the highway. Domino's visible further ahead.","https://www.google.com/maps/@33.722,-116.380,3a,75y,270h,90t","Contemporary","2023","Street View photography; counter-forensic spatial survey","Palm Desert California; signalized crossing; pedestrian infrastructure; commercial access; Hwy 111; sidewalk; comparative survey; incorporated municipality","Google Street View / What the Desert Holds project survey","What the Desert Holds project. Street View imagery © Google.","West-facing view along Hwy 111 in Palm Desert at Position 006 showing a six-lane boulevard with active commercial frontage, a green signalized pedestrian crossing ahead, and a 7-Eleven convenience store accessible from the highway."
hwy_111_palmdesert_007n.jpg,"Hwy 111, Palm Desert: White Sheet Plaza and Active Road Maintenance, Position 007 (North)","What the Desert Holds / Google Street View","North-facing view from Position 007 at the western terminus of the Palm Desert survey corridor (33.722°N, 116.384°W). White Sheet Plaza signage and multiple commercial tenants visible. A pedestrian-scale street luminaire visible. A road compactor is present in the frame — active road maintenance work in progress. The state is here, maintaining the road surface. At no position in the 1.5-mile Mecca survey is active road maintenance activity visible. The western terminus of Palm Desert holds the same commercial and pedestrian infrastructure as the eastern entry.","https://www.google.com/maps/@33.722,-116.384,3a,75y,0h,90t","Contemporary","2023","Street View photography; counter-forensic spatial survey","Palm Desert California; road maintenance; state investment; commercial frontage; pedestrian lighting; sidewalk; Hwy 111; comparative survey; survey terminus","Google Street View / What the Desert Holds project survey","What the Desert Holds project. Street View imagery © Google.","North-facing view along Hwy 111 in Palm Desert at the western survey terminus showing White Sheet Plaza commercial signage, pedestrian-scale street lighting, a road compactor engaged in active road maintenance, and continuous sidewalk infrastructure."
hwy_111_palmdesert_007s.jpg,"Hwy 111, Palm Desert: Trader Joe's Accessible from Highway, Position 007 (South)","What the Desert Holds / Google Street View","South-facing view from Position 007 (33.722°N, 116.384°W). Trader Joe's and Fruitvale area retail center directly accessible from the highway. Wide continuous sidewalk in the foreground. Maintained xeriscape landscaping between road and buildings. Active commercial ecosystem extending to the western terminus of the survey corridor. Grocery access is present at the western end of Palm Desert as it is at the eastern end (Albertsons, Position 002); no grocery access exists anywhere in the 1.5-mile Mecca survey corridor.","https://www.google.com/maps/@33.722,-116.384,3a,75y,180h,90t","Contemporary","2023","Street View photography; counter-forensic spatial survey","Palm Desert California; Trader Joe's; grocery access; food access; sidewalk; commercial frontage; Hwy 111; comparative survey; food desert comparison","Google Street View / What the Desert Holds project survey","What the Desert Holds project. Street View imagery © Google.","South-facing view along Hwy 111 in Palm Desert at Position 007 showing a wide sidewalk in the foreground and a Trader Joe's grocery store and adjacent retail directly accessible from the highway with maintained xeriscape landscaping."
